gene_id	transcript_id	cds_length	exon_length	unspliced_length
ENSG00000265590	ENST00000674025	1167.0	7312	48865
ENSG00000265590	ENST00000674042	1167.0	6047	73611
ENSG00000265590	ENST00000674072	1038.0	2129	115144
ENSG00000265590	ENST00000674122	801.0	2360	116235
ENSG00000265590	ENST00000674123	873.0	3945	80198
ENSG00000272804	ENST00000609664	1110.0	1578	1578
ENSG00000274391	ENST00000427445	1539.0	2036	84142
ENSG00000274391	ENST00000612746	1239.0	1874	84142
ENSG00000274391	ENST00000612957	422.0	755	46128
ENSG00000274391	ENST00000618007	1653.0	2142	84134
ENSG00000274391	ENST00000622113	1599.0	2542	84588
ENSG00000274749	ENST00000621162	261.0	721	721
ENSG00000277282	ENST00000622028	353.0	353	436
ENSG00000285815	ENST00000647779	819.0	1328	135175
ENSG00000285815	ENST00000648253	519.0	1925	134973
ENSG00000286224	ENST00000652508	201.0	204	204
ENSG00000288593	ENST00000674444	120.0	453	19755
ENSG00000288711	ENST00000684114	508.0	847	103765
ENSG00000288711	ENST00000684541	441.0	923	15744
ENSG00000141956	ENST00000465955	0.0	502	1491
ENSG00000141956	ENST00000470586	0.0	2283	12242
ENSG00000141956	ENST00000477633	0.0	466	3067
ENSG00000141956	ENST00000486812	0.0	7072	16738
ENSG00000141956	ENST00000489661	0.0	856	10918
ENSG00000141956	ENST00000495217	0.0	703	16890
ENSG00000141956	ENST00000496124	0.0	435	8612
ENSG00000141959	ENST00000460020	0.0	890	4703
ENSG00000141959	ENST00000460521	0.0	2818	6800
ENSG00000141959	ENST00000466134	0.0	5986	27281
ENSG00000141959	ENST00000467315	0.0	1947	7510
ENSG00000141959	ENST00000474114	0.0	6007	11850
ENSG00000141959	ENST00000491298	0.0	819	8761
ENSG00000141959	ENST00000495274	0.0	951	2674
ENSG00000141959	ENST00000496824	0.0	1063	16273
ENSG00000141959	ENST00000498841	0.0	3122	7754
ENSG00000142149	ENST00000465574	0.0	832	21750
ENSG00000142156	ENST00000463060	0.0	1471	3068
ENSG00000142156	ENST00000466285	0.0	500	1529
ENSG00000142156	ENST00000486023	0.0	968	1618
ENSG00000142156	ENST00000492851	0.0	435	525
ENSG00000142156	ENST00000498614	0.0	2358	3854
ENSG00000142156	ENST00000683550	0.0	505	4496
ENSG00000142166	ENST00000700045	0.0	1519	28078
ENSG00000142166	ENST00000700085	0.0	2659	4191
ENSG00000142166	ENST00000700086	0.0	5856	16728
ENSG00000142166	ENST00000700087	0.0	4338	23855
ENSG00000142166	ENST00000700099	0.0	1948	17691
ENSG00000142166	ENST00000700301	0.0	1500	24845
ENSG00000142166	ENST00000703776	0.0	1650	5038
ENSG00000142166	ENST00000703778	0.0	782	24136
ENSG00000142168	ENST00000470944	0.0	1746	9223
ENSG00000142168	ENST00000476106	0.0	586	7649
ENSG00000142173	ENST00000460886	0.0	306	532
ENSG00000142173	ENST00000485591	0.0	777	3905
ENSG00000142178	ENST00000478426	0.0	515	894
ENSG00000142178	ENST00000644276	0.0	471	1787
ENSG00000142178	ENST00000644689	0.0	570	1675
ENSG00000142178	ENST00000644871	0.0	249	629
ENSG00000142182	ENST00000436357	0.0	603	4900
ENSG00000142185	ENST00000490982	0.0	904	16319
ENSG00000142185	ENST00000498430	0.0	5228	73961
ENSG00000142188	ENST00000459909	0.0	618	11529
ENSG00000142188	ENST00000468874	0.0	724	12306
ENSG00000142188	ENST00000470682	0.0	364	16613
ENSG00000142188	ENST00000474272	0.0	518	2118
ENSG00000142188	ENST00000484377	0.0	695	16480
ENSG00000142192	ENST00000462267	0.0	667	22573
ENSG00000142192	ENST00000463070	0.0	582	31581
ENSG00000142192	ENST00000464867	0.0	816	16470
ENSG00000142192	ENST00000466453	0.0	374	57445
ENSG00000142192	ENST00000474136	0.0	1309	161151
ENSG00000142192	ENST00000491395	0.0	619	53831
ENSG00000142192	ENST00000548570	0.0	361	17179
ENSG00000142192	ENST00000707132	0.0	3415	290209
ENSG00000142192	ENST00000707133	0.0	1830	44593
ENSG00000142192	ENST00000707134	0.0	2090	89959
ENSG00000142197	ENST00000463668	0.0	2178	15615
ENSG00000142197	ENST00000492760	0.0	400	47213
ENSG00000142207	ENST00000480196	0.0	479	1222
ENSG00000142207	ENST00000492603	0.0	551	1422
ENSG00000154640	ENST00000464058	0.0	531	4077
ENSG00000154640	ENST00000471860	0.0	718	5002
ENSG00000154640	ENST00000496601	0.0	378	6413
ENSG00000154642	ENST00000482915	0.0	665	1642
ENSG00000154642	ENST00000493464	0.0	744	22625
ENSG00000154654	ENST00000461281	0.0	582	48402
ENSG00000154654	ENST00000484983	0.0	340	5043
ENSG00000154654	ENST00000486367	0.0	583	52849
ENSG00000154721	ENST00000471689	0.0	614	2871
ENSG00000154721	ENST00000477351	0.0	311	3352
ENSG00000154721	ENST00000492962	0.0	946	8002
ENSG00000154723	ENST00000486002	0.0	876	10207
ENSG00000154727	ENST00000487266	0.0	780	16960
ENSG00000154734	ENST00000464589	0.0	4718	5425
ENSG00000154734	ENST00000492656	0.0	1153	2397
ENSG00000154734	ENST00000679316	0.0	5814	9100
ENSG00000155304	ENST00000478035	0.0	620	5143
ENSG00000155307	ENST00000400562	0.0	808	65102
ENSG00000155307	ENST00000435732	0.0	1151	51204
ENSG00000155307	ENST00000463807	0.0	933	4907
ENSG00000155307	ENST00000467280	0.0	450	3512
ENSG00000155307	ENST00000469393	0.0	220	3512
ENSG00000155307	ENST00000493640	0.0	282	25141
ENSG00000155307	ENST00000644288	0.0	2185	98175
ENSG00000155313	ENST00000464435	0.0	845	6122
ENSG00000155313	ENST00000478932	0.0	2605	2916
ENSG00000155313	ENST00000547201	0.0	757	45474
ENSG00000155313	ENST00000549362	0.0	606	45474
ENSG00000156253	ENST00000286777	0.0	1625	13594
ENSG00000156253	ENST00000466746	0.0	842	11431
ENSG00000156253	ENST00000471269	0.0	571	11297
ENSG00000156253	ENST00000472184	0.0	1787	13601
ENSG00000156253	ENST00000481411	0.0	950	11441
ENSG00000156253	ENST00000486719	0.0	1789	13592
ENSG00000156256	ENST00000474835	0.0	3835	29838
ENSG00000156256	ENST00000485067	0.0	2259	2366
ENSG00000156261	ENST00000470450	0.0	1872	17316
ENSG00000156261	ENST00000475205	0.0	431	1300
ENSG00000156261	ENST00000480359	0.0	452	610
ENSG00000156261	ENST00000481059	0.0	879	7161
ENSG00000156261	ENST00000484403	0.0	808	8556
ENSG00000156261	ENST00000494296	0.0	514	5843
ENSG00000156261	ENST00000496121	0.0	1326	6544
ENSG00000156265	ENST00000460883	0.0	655	52975
ENSG00000156265	ENST00000470800	0.0	835	29661
ENSG00000156265	ENST00000492930	0.0	769	25145
ENSG00000156265	ENST00000496779	0.0	1570	32321
ENSG00000156273	ENST00000462262	0.0	1073	34708
ENSG00000156299	ENST00000469412	0.0	2313	347347
ENSG00000156299	ENST00000491927	0.0	938	6368
ENSG00000156304	ENST00000467731	0.0	2976	17829
ENSG00000156304	ENST00000472318	0.0	796	2510
ENSG00000156304	ENST00000485790	0.0	1282	31203
ENSG00000157538	ENST00000399000	0.0	4398	44500
ENSG00000157538	ENST00000462467	0.0	1218	6072
ENSG00000157538	ENST00000475009	0.0	715	29199
ENSG00000157538	ENST00000480452	0.0	526	34027
ENSG00000157538	ENST00000488368	0.0	1013	41814
ENSG00000157538	ENST00000492514	0.0	318	28946
ENSG00000157538	ENST00000495858	0.0	555	2925
ENSG00000157538	ENST00000497493	0.0	5648	6064
ENSG00000157538	ENST00000498789	0.0	959	6259
ENSG00000157540	ENST00000462274	0.0	1233	8870
ENSG00000157540	ENST00000643355	0.0	1866	9843
ENSG00000157540	ENST00000643808	0.0	1117	19210
ENSG00000157540	ENST00000644367	0.0	796	18836
ENSG00000157540	ENST00000646224	0.0	1735	23775
ENSG00000157540	ENST00000646351	0.0	4543	10739
ENSG00000157551	ENST00000472602	0.0	766	32468
ENSG00000157554	ENST00000468474	0.0	1454	261623
ENSG00000157554	ENST00000473107	0.0	560	45502
ENSG00000157554	ENST00000481609	0.0	970	106798
ENSG00000157554	ENST00000485493	0.0	1626	190920
ENSG00000157554	ENST00000492833	0.0	938	50252
ENSG00000157578	ENST00000459939	0.0	775	22774
ENSG00000157578	ENST00000466954	0.0	809	22314
ENSG00000157578	ENST00000468009	0.0	616	10715
ENSG00000157578	ENST00000480612	0.0	772	2295
ENSG00000157578	ENST00000484878	0.0	675	34035
ENSG00000157578	ENST00000490184	0.0	853	22536
ENSG00000157578	ENST00000491625	0.0	1308	23394
ENSG00000157578	ENST00000495240	0.0	972	5170
ENSG00000157601	ENST00000441677	0.0	1211	14935
ENSG00000157601	ENST00000467510	0.0	4559	32960
ENSG00000157601	ENST00000468506	0.0	752	2912
ENSG00000157601	ENST00000478268	0.0	3202	3652
ENSG00000157601	ENST00000484465	0.0	388	1879
ENSG00000157601	ENST00000486275	0.0	3644	30448
ENSG00000157601	ENST00000491110	0.0	516	1893
ENSG00000157601	ENST00000679528	0.0	1402	15915
ENSG00000157601	ENST00000680637	0.0	5778	9659
ENSG00000157601	ENST00000680980	0.0	1637	7295
ENSG00000157601	ENST00000681382	0.0	4675	33000
ENSG00000157617	ENST00000467074	0.0	1952	25720
ENSG00000157617	ENST00000478372	0.0	356	574
ENSG00000157617	ENST00000482084	0.0	4123	32361
ENSG00000157617	ENST00000482186	0.0	4542	22130
ENSG00000157617	ENST00000490479	0.0	761	30001
ENSG00000159055	ENST00000486363	0.0	368	971
ENSG00000159079	ENST00000483315	0.0	1872	2704
ENSG00000159082	ENST00000464778	0.0	578	1871
ENSG00000159082	ENST00000467445	0.0	977	3918
ENSG00000159086	ENST00000464256	0.0	1692	12391
ENSG00000159086	ENST00000466846	0.0	3879	22895
ENSG00000159086	ENST00000472588	0.0	1410	15327
ENSG00000159086	ENST00000497873	0.0	2277	17299
ENSG00000159110	ENST00000420068	0.0	505	16872
ENSG00000159110	ENST00000700427	0.0	2545	30660
ENSG00000159110	ENST00000700429	0.0	9035	32690
ENSG00000159131	ENST00000460305	0.0	389	4307
ENSG00000159131	ENST00000466882	0.0	654	2720
ENSG00000159131	ENST00000467575	0.0	922	6574
ENSG00000159131	ENST00000476524	0.0	806	10744
ENSG00000159131	ENST00000482663	0.0	616	4294
ENSG00000159131	ENST00000487155	0.0	786	2117
ENSG00000159131	ENST00000488791	0.0	778	2900
ENSG00000159131	ENST00000497313	0.0	457	3970
ENSG00000159140	ENST00000465834	0.0	957	4355
ENSG00000159140	ENST00000467616	0.0	676	6709
ENSG00000159140	ENST00000470533	0.0	798	4896
ENSG00000159140	ENST00000473102	0.0	575	4735
ENSG00000159140	ENST00000474355	0.0	402	2105
ENSG00000159140	ENST00000475072	0.0	658	3701
ENSG00000159140	ENST00000477419	0.0	771	3492
ENSG00000159140	ENST00000478183	0.0	1818	5269
ENSG00000159140	ENST00000484294	0.0	500	4713
ENSG00000159140	ENST00000491794	0.0	995	3769
ENSG00000159140	ENST00000492229	0.0	306	3970
ENSG00000159147	ENST00000460557	0.0	786	1691
ENSG00000159147	ENST00000462566	0.0	430	880
ENSG00000159200	ENST00000463276	0.0	686	91538
ENSG00000159200	ENST00000487434	0.0	300	8442
ENSG00000159200	ENST00000489903	0.0	2276	97963
ENSG00000159200	ENST00000609325	0.0	2047	2047
ENSG00000159216	ENST00000460207	0.0	603	30090
ENSG00000159216	ENST00000467577	0.0	264	3290
ENSG00000159216	ENST00000467692	0.0	453	208254
ENSG00000159216	ENST00000468726	0.0	251	357
ENSG00000159216	ENST00000469087	0.0	1790	23487
ENSG00000159216	ENST00000479325	0.0	537	8692
ENSG00000159216	ENST00000494829	0.0	3622	29669
ENSG00000159228	ENST00000466328	0.0	595	1276
ENSG00000159256	ENST00000484028	0.0	688	7280
ENSG00000159256	ENST00000485299	0.0	687	12178
ENSG00000159256	ENST00000485933	0.0	417	3572
ENSG00000159256	ENST00000487909	0.0	4131	56416
ENSG00000159256	ENST00000492336	0.0	1290	19339
ENSG00000159256	ENST00000547657	0.0	750	16538
ENSG00000159256	ENST00000551367	0.0	513	16538
ENSG00000159259	ENST00000480486	0.0	1152	12180
ENSG00000159259	ENST00000481458	0.0	541	13461
ENSG00000159263	ENST00000460783	0.0	2235	11481
ENSG00000159263	ENST00000481185	0.0	3377	47191
ENSG00000159267	ENST00000482273	0.0	729	33848
ENSG00000160179	ENST00000462050	0.0	3037	97433
ENSG00000160179	ENST00000467818	0.0	792	9456
ENSG00000160179	ENST00000472587	0.0	2903	20901
ENSG00000160179	ENST00000496783	0.0	1725	9419
ENSG00000160180	ENST00000489676	0.0	419	1634
ENSG00000160181	ENST00000463771	0.0	552	4624
ENSG00000160181	ENST00000475297	0.0	631	4573
ENSG00000160183	ENST00000474596	0.0	2105	17229
ENSG00000160183	ENST00000476848	0.0	2969	11862
ENSG00000160183	ENST00000478680	0.0	416	876
ENSG00000160183	ENST00000482761	0.0	2524	18529
ENSG00000160185	ENST00000634453	0.0	871	6687
ENSG00000160188	ENST00000493019	0.0	2880	23761
ENSG00000160190	ENST00000454800	0.0	1603	2196
ENSG00000160190	ENST00000471277	0.0	617	12147
ENSG00000160190	ENST00000484887	0.0	445	3268
ENSG00000160190	ENST00000487951	0.0	701	4201
ENSG00000160190	ENST00000496416	0.0	481	10121
ENSG00000160191	ENST00000460905	0.0	715	100429
ENSG00000160191	ENST00000460989	0.0	1521	121731
ENSG00000160191	ENST00000462571	0.0	1784	121731
ENSG00000160191	ENST00000466472	0.0	365	6199
ENSG00000160191	ENST00000467162	0.0	803	75943
ENSG00000160191	ENST00000467403	0.0	1661	121731
ENSG00000160191	ENST00000468805	0.0	1721	121731
ENSG00000160191	ENST00000470987	0.0	1954	121755
ENSG00000160191	ENST00000472401	0.0	431	45290
ENSG00000160191	ENST00000486902	0.0	794	47411
ENSG00000160191	ENST00000489319	0.0	3412	18735
ENSG00000160191	ENST00000490803	0.0	1865	121755
ENSG00000160191	ENST00000495343	0.0	1663	43752
ENSG00000160191	ENST00000495521	0.0	1565	121731
ENSG00000160191	ENST00000497805	0.0	1908	121731
ENSG00000160193	ENST00000463902	0.0	609	23863
ENSG00000160193	ENST00000470658	0.0	901	17229
ENSG00000160193	ENST00000476326	0.0	1977	30343
ENSG00000160193	ENST00000479429	0.0	759	24954
ENSG00000160193	ENST00000492742	0.0	2205	30050
ENSG00000160194	ENST00000460259	0.0	2029	29462
ENSG00000160194	ENST00000460740	0.0	811	10611
ENSG00000160199	ENST00000418336	0.0	459	33178
ENSG00000160199	ENST00000456957	0.0	569	3627
ENSG00000160199	ENST00000474336	0.0	438	7631
ENSG00000160199	ENST00000480179	0.0	1725	43390
ENSG00000160199	ENST00000557820	0.0	537	9499
ENSG00000160199	ENST00000558955	0.0	629	5398
ENSG00000160199	ENST00000607049	0.0	762	12032
ENSG00000160199	ENST00000607150	0.0	551	4441
ENSG00000160200	ENST00000461686	0.0	2656	15214
ENSG00000160200	ENST00000462349	0.0	1038	5951
ENSG00000160200	ENST00000465732	0.0	683	7544
ENSG00000160200	ENST00000470912	0.0	894	9703
ENSG00000160200	ENST00000478709	0.0	727	1182
ENSG00000160200	ENST00000486098	0.0	773	1330
ENSG00000160200	ENST00000488526	0.0	672	5105
ENSG00000160200	ENST00000491776	0.0	1515	5449
ENSG00000160200	ENST00000496485	0.0	673	4952
ENSG00000160201	ENST00000463599	0.0	338	8775
ENSG00000160201	ENST00000468039	0.0	609	1455
ENSG00000160201	ENST00000471250	0.0	1676	2988
ENSG00000160201	ENST00000475639	0.0	4694	14569
ENSG00000160201	ENST00000478282	0.0	3344	3435
ENSG00000160201	ENST00000496462	0.0	3973	9903
ENSG00000160202	ENST00000468016	0.0	981	2412
ENSG00000160202	ENST00000482775	0.0	1128	3719
ENSG00000160208	ENST00000470886	0.0	4634	9946
ENSG00000160209	ENST00000343528	0.0	1101	14791
ENSG00000160209	ENST00000398078	0.0	1069	14669
ENSG00000160209	ENST00000398085	0.0	796	33454
ENSG00000160209	ENST00000438837	0.0	342	10574
ENSG00000160209	ENST00000461123	0.0	637	2580
ENSG00000160209	ENST00000468392	0.0	1094	10471
ENSG00000160209	ENST00000470029	0.0	583	25428
ENSG00000160209	ENST00000472777	0.0	460	18274
ENSG00000160209	ENST00000476084	0.0	602	4717
ENSG00000160209	ENST00000476313	0.0	1704	9915
ENSG00000160209	ENST00000481512	0.0	583	19924
ENSG00000160209	ENST00000490666	0.0	577	12639
ENSG00000160209	ENST00000498040	0.0	888	24925
ENSG00000160213	ENST00000675996	0.0	1258	2665
ENSG00000160214	ENST00000467112	0.0	3019	12363
ENSG00000160214	ENST00000471909	0.0	2544	7933
ENSG00000160214	ENST00000473988	0.0	627	920
ENSG00000160214	ENST00000475534	0.0	588	8025
ENSG00000160214	ENST00000492638	0.0	1017	3843
ENSG00000160216	ENST00000467358	0.0	3955	17449
ENSG00000160216	ENST00000474735	0.0	427	1128
ENSG00000160216	ENST00000479117	0.0	1510	22942
ENSG00000160216	ENST00000481319	0.0	616	9479
ENSG00000160216	ENST00000484865	0.0	588	10010
ENSG00000160216	ENST00000497909	0.0	773	4448
ENSG00000160216	ENST00000498670	0.0	791	8093
ENSG00000160218	ENST00000459741	0.0	5826	18514
ENSG00000160218	ENST00000461889	0.0	563	3223
ENSG00000160218	ENST00000465905	0.0	563	8940
ENSG00000160218	ENST00000468864	0.0	3909	8472
ENSG00000160218	ENST00000469521	0.0	759	8775
ENSG00000160218	ENST00000481460	0.0	455	3425
ENSG00000160218	ENST00000483973	0.0	579	7204
ENSG00000160218	ENST00000485621	0.0	537	6673
ENSG00000160218	ENST00000486746	0.0	530	8734
ENSG00000160221	ENST00000470545	0.0	544	693
ENSG00000160221	ENST00000480786	0.0	807	6931
ENSG00000160221	ENST00000488392	0.0	466	1469
ENSG00000160221	ENST00000493883	0.0	781	7779
ENSG00000160221	ENST00000495007	0.0	1215	11397
ENSG00000160221	ENST00000642815	0.0	500	25841
ENSG00000160223	ENST00000700351	0.0	5413	14089
ENSG00000160223	ENST00000700353	0.0	3614	9640
ENSG00000160223	ENST00000700354	0.0	5416	13976
ENSG00000160224	ENST00000337909	0.0	1361	7235
ENSG00000160224	ENST00000397994	0.0	1279	7235
ENSG00000160224	ENST00000527919	0.0	2409	11894
ENSG00000160224	ENST00000530812	0.0	4306	12811
ENSG00000160226	ENST00000462742	0.0	4532	8894
ENSG00000160226	ENST00000470196	0.0	654	2078
ENSG00000160226	ENST00000478674	0.0	485	1503
ENSG00000160226	ENST00000496321	0.0	1191	8448
ENSG00000160255	ENST00000475170	0.0	2125	8075
ENSG00000160255	ENST00000479202	0.0	704	2799
ENSG00000160255	ENST00000479849	0.0	427	2755
ENSG00000160255	ENST00000498666	0.0	4781	35008
ENSG00000160255	ENST00000518033	0.0	572	10607
ENSG00000160255	ENST00000521987	0.0	563	19382
ENSG00000160255	ENST00000523126	0.0	577	1369
ENSG00000160255	ENST00000696946	0.0	1920	6463
ENSG00000160256	ENST00000479127	0.0	759	18728
ENSG00000160256	ENST00000485207	0.0	504	3918
ENSG00000160282	ENST00000469240	0.0	458	776
ENSG00000160282	ENST00000480950	0.0	318	1099
ENSG00000160282	ENST00000483568	0.0	398	1073
ENSG00000160282	ENST00000488577	0.0	447	7044
ENSG00000160282	ENST00000498355	0.0	1936	19306
ENSG00000160285	ENST00000464357	0.0	1041	13078
ENSG00000160285	ENST00000472272	0.0	581	1456
ENSG00000160285	ENST00000474319	0.0	3601	4246
ENSG00000160285	ENST00000484808	0.0	251	696
ENSG00000160285	ENST00000491729	0.0	2143	5042
ENSG00000160294	ENST00000467026	0.0	2671	24133
ENSG00000160294	ENST00000479557	0.0	364	2361
ENSG00000160294	ENST00000481113	0.0	570	5472
ENSG00000160294	ENST00000486937	0.0	4593	32930
ENSG00000160294	ENST00000494755	0.0	669	2621
ENSG00000160294	ENST00000495475	0.0	199	607
ENSG00000160294	ENST00000496607	0.0	4075	31820
ENSG00000160298	ENST00000472607	0.0	713	9922
ENSG00000160298	ENST00000475776	0.0	2178	8999
ENSG00000160299	ENST00000465356	0.0	767	2179
ENSG00000160299	ENST00000482575	0.0	578	777
ENSG00000160299	ENST00000483844	0.0	734	5088
ENSG00000160299	ENST00000695525	0.0	4250	65613
ENSG00000160299	ENST00000695527	0.0	6761	34023
ENSG00000160299	ENST00000695529	0.0	4976	33852
ENSG00000160299	ENST00000695531	0.0	4037	19052
ENSG00000160299	ENST00000695532	0.0	3771	19053
ENSG00000160299	ENST00000695533	0.0	3105	17107
ENSG00000160299	ENST00000695534	0.0	3574	14918
ENSG00000160299	ENST00000695535	0.0	1507	10011
ENSG00000160299	ENST00000695536	0.0	1742	9076
ENSG00000160299	ENST00000695537	0.0	1359	6005
ENSG00000160299	ENST00000703225	0.0	2155	21321
ENSG00000160299	ENST00000703226	0.0	3105	17107
ENSG00000160305	ENST00000472364	0.0	2542	5828
ENSG00000160305	ENST00000473752	0.0	1638	40893
ENSG00000160305	ENST00000478105	0.0	3234	8424
ENSG00000160305	ENST00000479654	0.0	2911	6049
ENSG00000160305	ENST00000480553	0.0	1906	8471
ENSG00000160305	ENST00000481883	0.0	3119	3588
ENSG00000160305	ENST00000494435	0.0	2063	41925
ENSG00000160310	ENST00000481861	0.0	1301	15896
ENSG00000160310	ENST00000482508	0.0	1478	17985
ENSG00000160310	ENST00000486520	0.0	4031	8129
ENSG00000160310	ENST00000491389	0.0	616	1571
ENSG00000160310	ENST00000498151	0.0	493	1386
ENSG00000166979	ENST00000459833	0.0	687	89414
ENSG00000166979	ENST00000464037	0.0	2492	63205
ENSG00000166979	ENST00000469079	0.0	1689	56050
ENSG00000166979	ENST00000481638	0.0	384	20521
ENSG00000166979	ENST00000485488	0.0	720	20273
ENSG00000166979	ENST00000496615	0.0	492	21228
ENSG00000168122	ENST00000427301	0.0	3216	18486
ENSG00000170262	ENST00000497833	0.0	884	20478
ENSG00000171189	ENST00000472429	0.0	1775	341240
ENSG00000173231	ENST00000311003	0.0	1181	1181
ENSG00000173276	ENST00000465968	0.0	631	18928
ENSG00000173638	ENST00000460174	0.0	600	2944
ENSG00000173638	ENST00000461785	0.0	646	1609
ENSG00000173638	ENST00000468508	0.0	1435	2772
ENSG00000173638	ENST00000486303	0.0	708	1950
ENSG00000173638	ENST00000651099	0.0	862	11145
ENSG00000174680	ENST00000309331	0.0	813	15065
ENSG00000174680	ENST00000412579	0.0	818	5172
ENSG00000174680	ENST00000413131	0.0	499	3609
ENSG00000174680	ENST00000423221	0.0	624	15056
ENSG00000174680	ENST00000455392	0.0	767	15506
ENSG00000174680	ENST00000658262	0.0	4210	14904
ENSG00000174680	ENST00000658460	0.0	3416	14106
ENSG00000175302	ENST00000451052	0.0	2186	43525
ENSG00000175894	ENST00000397916	0.0	2114	65310
ENSG00000176054	ENST00000320371	0.0	421	421
ENSG00000177398	ENST00000400423	0.0	2622	22477
ENSG00000177398	ENST00000475047	0.0	819	4538
ENSG00000177398	ENST00000484174	0.0	623	5878
ENSG00000177398	ENST00000484712	0.0	574	9954
ENSG00000178457	ENST00000324988	0.0	607	9871
ENSG00000179381	ENST00000431829	0.0	976	976
ENSG00000180509	ENST00000489175	0.0	2041	2752
ENSG00000180509	ENST00000683028	0.0	767	10757
ENSG00000180509	ENST00000683564	0.0	1182	30689
ENSG00000180509	ENST00000684073	0.0	837	28199
ENSG00000180509	ENST00000684327	0.0	617	22128
ENSG00000180509	ENST00000684616	0.0	1037	28196
ENSG00000180530	ENST00000637630	0.0	573	77796
ENSG00000180530	ENST00000637963	0.0	498	77950
ENSG00000182093	ENST00000471468	0.0	581	10792
ENSG00000182093	ENST00000476914	0.0	461	2658
ENSG00000182093	ENST00000480690	0.0	321	2610
ENSG00000182093	ENST00000487869	0.0	537	11653
ENSG00000182093	ENST00000490860	0.0	624	4209
ENSG00000182093	ENST00000648495	0.0	2093	16083
ENSG00000182093	ENST00000650208	0.0	923	37467
ENSG00000182240	ENST00000463674	0.0	1013	33880
ENSG00000182240	ENST00000465326	0.0	939	20699
ENSG00000182240	ENST00000466122	0.0	2235	46480
ENSG00000182240	ENST00000470864	0.0	547	16364
ENSG00000182240	ENST00000475618	0.0	229	4862
ENSG00000182240	ENST00000487994	0.0	994	49116
ENSG00000182240	ENST00000491838	0.0	843	19969
ENSG00000182362	ENST00000468924	0.0	912	5576
ENSG00000182362	ENST00000492864	0.0	1402	5744
ENSG00000182586	ENST00000328344	0.0	530	24379
ENSG00000182586	ENST00000584169	0.0	589	22928
ENSG00000182586	ENST00000638500	0.0	1377	30209
ENSG00000182586	ENST00000660971	0.0	1313	30240
ENSG00000182586	ENST00000665973	0.0	1388	6341
ENSG00000182586	ENST00000670852	0.0	912	30175
ENSG00000182586	ENST00000670960	0.0	1442	6624
ENSG00000182670	ENST00000460328	0.0	573	5559
ENSG00000182670	ENST00000469939	0.0	739	6247
ENSG00000182670	ENST00000472398	0.0	2305	29339
ENSG00000182670	ENST00000476784	0.0	7425	95375
ENSG00000182670	ENST00000484047	0.0	1945	9777
ENSG00000182670	ENST00000487711	0.0	925	12529
ENSG00000182670	ENST00000488522	0.0	853	3495
ENSG00000182670	ENST00000491952	0.0	247	4097
ENSG00000182670	ENST00000494243	0.0	861	62172
ENSG00000182871	ENST00000459895	0.0	588	4618
ENSG00000182871	ENST00000473212	0.0	2515	6549
ENSG00000182912	ENST00000330490	0.0	823	1541
ENSG00000182912	ENST00000354333	0.0	2422	3214
ENSG00000182912	ENST00000465978	0.0	345	8333
ENSG00000183036	ENST00000467565	0.0	587	30922
ENSG00000183036	ENST00000468717	0.0	706	61947
ENSG00000183067	ENST00000459922	0.0	724	9806
ENSG00000183067	ENST00000479378	0.0	1062	37017
ENSG00000183145	ENST00000485272	0.0	2005	13510
ENSG00000183145	ENST00000490393	0.0	1885	13458
ENSG00000183249	ENST00000457709	0.0	450	4353
ENSG00000183250	ENST00000330551	0.0	1033	5121
ENSG00000183250	ENST00000397841	0.0	2303	7100
ENSG00000183250	ENST00000615847	0.0	3312	7124
ENSG00000183250	ENST00000654166	0.0	2979	6627
ENSG00000183250	ENST00000657006	0.0	2784	6259
ENSG00000183250	ENST00000658179	0.0	3202	6602
ENSG00000183250	ENST00000660377	0.0	2403	6635
ENSG00000183250	ENST00000663249	0.0	3534	6617
ENSG00000183250	ENST00000664358	0.0	1501	4587
ENSG00000183250	ENST00000667826	0.0	4434	6612
ENSG00000183250	ENST00000690957	0.0	1499	5189
ENSG00000183255	ENST00000474737	0.0	580	10669
ENSG00000183255	ENST00000480234	0.0	398	12495
ENSG00000183255	ENST00000494690	0.0	612	17795
ENSG00000183486	ENST00000398632	0.0	2211	6310
ENSG00000183486	ENST00000474368	0.0	2871	4009
ENSG00000183486	ENST00000482953	0.0	3595	19848
ENSG00000183486	ENST00000493753	0.0	1900	22917
ENSG00000183486	ENST00000494252	0.0	440	2640
ENSG00000183486	ENST00000495892	0.0	4064	5277
ENSG00000183486	ENST00000496774	0.0	827	11550
ENSG00000183486	ENST00000680215	0.0	2366	3358
ENSG00000183486	ENST00000680539	0.0	3113	27366
ENSG00000183486	ENST00000681171	0.0	2060	7590
ENSG00000183486	ENST00000681460	0.0	1893	6955
ENSG00000183527	ENST00000481921	0.0	716	3363
ENSG00000183535	ENST00000397787	0.0	3425	5325
ENSG00000183535	ENST00000485206	0.0	2341	5355
ENSG00000183570	ENST00000423045	0.0	1183	2793
ENSG00000183570	ENST00000465077	0.0	728	145046
ENSG00000183570	ENST00000468429	0.0	829	39185
ENSG00000183570	ENST00000472191	0.0	318	25323
ENSG00000183570	ENST00000475402	0.0	536	27846
ENSG00000183570	ENST00000481302	0.0	476	5807
ENSG00000183570	ENST00000498121	0.0	990	42654
ENSG00000183570	ENST00000593338	0.0	557	14508
